# StartTime = 05/03/2019 11:03:11.7297 AM
# FuelCalculationMethod = MassAirFlow
Time (sec), Vehicle speed (MPH), Absolute throttle position (%), Calculated load value (%), Distance traveled while MIL is activated (miles), Engine coolant temperature (F), Engine RPM (RPM), Ignition timing advance for #1 cylinder (deg), Input voltage read by the scan tool (V), Intake air temperature (F), Intake manifold absolute pressure (inHg), Mass air flow rate (lb/min), OBD requirements to which vehicle or engine is certified, Fuel rate (gal/hr), Instant fuel economy (MPG), Total fuel economy (MPG)
105.56,0,39.60784,39.21569,0,87.8,1472,3.5,13,66.2,64.67092,0,5,0,0,0
105.62,0,39.60784,38.43137,0,87.8,1472,3.5,13,66.2,64.67092,0,5,0,0,0
105.682,0,39.60784,38.43137,0,87.8,1472,3.5,13,66.2,64.67092,0,5,0,0,0
105.748,0,39.60784,38.43137,0,87.8,1473,3.5,13,66.2,64.67092,0,5,0,0,0
105.81,0,39.60784,38.43137,0,87.8,1473,3.5,13,66.2,64.67092,0,5,0,0,0
105.874,0,39.60784,38.43137,0,87.8,1473,3.5,13,66.2,64.67092,0,5,0,0,0
105.932,0,39.60784,38.43137,0,87.8,1473,3.5,13,66.2,64.67092,0,5,0,0,0
105.996,0,39.60784,38.43137,0,87.8,1473,3.5,13,66.2,64.67092,0,5,0,0,0
106.059,0,39.60784,38.43137,0,87.8,1473,3.5,13,66.2,64.67092,0,5,0,0,0
106.12,0,39.60784,38.43137,0,87.8,1473,3.5,13,66.2,64.67092,0,5,0,0,0
106.182,0,39.60784,38.43137,0,87.8,1473,3.5,13,66.2,64.67092,0,5,0,0,0
106.246,0,39.60784,38.43137,0,87.8,1473,3.5,13,66.2,64.67092,0,5,0,0,0
106.31,0,39.60784,38.43137,0,87.8,1473,3.5,13,66.2,64.67092,0,5,0,0,0
106.37,0,39.60784,38.43137,0,87.8,1473,3.5,13,66.2,64.67092,0,5,0,0,0
106.432,0,39.60784,38.43137,0,87.8,1473,3.5,13,66.2,64.67092,0,5,0,0,0
106.498,0,39.60784,38.43137,0,87.8,1473,3.5,13,66.2,64.67092,0,5,0,0,0
106.56,0,41.96078,38.43137,0,87.8,1473,3.5,13,66.2,64.67092,0,5,0,0,0
106.62,0,41.96078,38.43137,0,87.8,1473,3.5,13,66.2,64.67092,0,5,0,0,0
106.682,0,41.96078,40.78431,0,87.8,1473,3.5,13,66.2,64.67092,0,5,0,0,0
106.747,0,41.96078,40.78431,0,87.8,1473,3.5,13,66.2,64.67092,0,5,0,0,0
106.81,0,41.96078,40.78431,0,87.8,1511,3.5,13,66.2,64.67092,0,5,0,0,0
106.871,0,41.96078,40.78431,0,87.8,1511,3.5,13,66.2,64.67092,0,5,0,0,0
106.933,0,41.96078,40.78431,0,87.8,1511,3.5,13,66.2,64.67092,0,5,0,0,0
106.997,0,41.96078,40.78431,0,87.8,1511,3.5,13,66.2,64.67092,0,5,0,0,0
107.058,0,41.96078,40.78431,0,87.8,1511,3.5,13,66.2,64.67092,0,5,0,0,0
107.123,0,41.96078,40.78431,0,87.8,1511,3.5,13,66.2,64.67092,0,5,0,0,0
107.182,0,41.96078,40.78431,0,87.8,1511,3.5,13,66.2,64.67092,0,5,0,0,0
107.245,0,41.96078,40.78431,0,87.8,1511,3.5,13,66.2,64.67092,0,5,0,0,0
107.307,0,41.96078,40.78431,0,87.8,1511,3.5,13,66.2,64.67092,0,5,0,0,0
107.372,0,41.96078,40.78431,0,87.8,1511,3.5,13,66.2,64.67092,0,5,0,0,0
107.435,0,41.96078,40.78431,0,87.8,1511,3.5,13,66.2,64.67092,0,5,0,0,0
107.496,0,41.96078,40.78431,0,87.8,1511,3.5,13,66.2,64.67092,0,5,0,0,0
107.56,0,41.96078,40.78431,0,87.8,1511,3.5,13,66.2,64.67092,0,5,0,0,0
107.621,0,41.96078,40.78431,0,87.8,1511,3.5,13,66.2,64.67092,0,5,0,0,0
107.682,0,41.96078,40.78431,0,87.8,1511,3.5,13,66.2,64.67092,0,5,0,0,0
107.747,0,40.78431,40.78431,0,87.8,1511,3.5,13,66.2,64.67092,0,5,0,0,0
107.81,0,40.78431,40.78431,0,87.8,1511,3.5,13,66.2,64.67092,0,5,0,0,0
107.873,0,40.78431,40.78431,0,87.8,1511,3.5,13,66.2,64.67092,0,5,0,0,0
107.934,0,40.78431,39.21569,0,87.8,1511,3.5,13,66.2,64.67092,0,5,0,0,0
107.998,0,40.78431,39.21569,0,87.8,1511,3.5,13,66.2,64.67092,0,5,0,0,0
108.06,0,40.78431,39.21569,0,87.8,1511,3.5,13,66.2,64.67092,0,5,0,0,0
108.12,0,40.78431,39.21569,0,87.8,1535,3.5,13,66.2,64.67092,0,5,0,0,0
108.182,0,40.78431,39.21569,0,87.8,1535,3.5,13,66.2,64.67092,0,5,0,0,0
108.247,0,40.78431,39.21569,0,87.8,1535,3,13,66.2,64.67092,0,5,0,0,0
108.308,0,40.78431,39.21569,0,87.8,1535,3,13,66.2,64.67092,0,5,0,0,0
108.372,0,40.78431,39.21569,0,87.8,1535,3,13,66.2,64.67092,0,5,0,0,0
108.434,0,40.78431,39.21569,0,87.8,1535,3,13,66.2,64.67092,0,5,0,0,0
108.494,0,40.78431,39.21569,0,87.8,1535,3,13,66.2,64.67092,0,5,0,0,0
108.559,0,40.78431,39.21569,0,87.8,1535,3,13,66.2,64.67092,0,5,0,0,0
108.62,0,40.78431,39.21569,0,87.8,1535,3,13,66.2,64.67092,0,5,0,0,0
108.682,0,40.78431,39.21569,0,87.8,1535,3,13,66.2,64.67092,0,5,0,0,0
108.745,0,40.78431,39.21569,0,87.8,1535,3,13,66.2,64.67092,0,5,0,0,0
108.808,0,40.78431,39.21569,0,87.8,1535,3,13,66.2,64.67092,0,5,0,0,0
108.873,0,40.78431,39.21569,0,87.8,1535,3,13,66.2,64.67092,0,5,0,0,0
108.934,0,40.78431,39.21569,0,87.8,1535,3,13,66.2,64.67092,0,5,0,0,0
108.994,0,40.78431,39.21569,0,87.8,1535,3,13,66.2,64.67092,0,5,0,0,0
109.06,0,40.78431,39.60784,0,87.8,1535,3,13,66.2,64.67092,0,5,0,0,0
109.12,0,40.78431,39.60784,0,87.8,1535,3,13,66.2,64.67092,0,5,0,0,0
109.185,0,40.78431,39.60784,0,87.8,1530,3,13,66.2,64.67092,0,5,0,0,0
109.245,0,40.78431,39.60784,0,87.8,1530,3,13,66.2,64.67092,0,5,0,0,0
109.307,0,40.78431,39.60784,0,87.8,1530,3,13,66.2,64.67092,0,5,0,0,0
109.373,0,40.78431,39.60784,0,87.8,1530,3,13,66.2,64.67092,0,5,0,0,0
109.435,0,40.78431,39.60784,0,87.8,1530,3,13,66.2,64.67092,0,5,0,0,0
109.495,0,40.78431,39.60784,0,87.8,1530,3,13,66.2,64.67092,0,5,0,0,0
109.557,0,40.78431,39.60784,0,87.8,1530,3,13,66.2,64.67092,0,5,0,0,0
109.621,0,40.78431,39.60784,0,87.8,1530,3,13,66.2,64.67092,0,5,0,0,0
109.683,0,40.78431,39.60784,0,87.8,1530,3,13,66.2,64.67092,0,5,0,0,0
109.748,0,40.78431,39.60784,0,87.8,1530,3,13,66.2,64.67092,0,5,0,0,0
109.808,0,40.78431,39.60784,0,87.8,1530,3,13,66.2,64.67092,0,5,0,0,0
109.872,0,40.78431,39.60784,0,87.8,1530,3,13,66.2,64.67092,0,5,0,0,0
109.933,0,40.78431,39.60784,0,87.8,1530,3,13,66.2,64.67092,0,5,0,0,0
109.999,0,40.78431,39.60784,0,87.8,1530,3,13,66.2,64.67092,0,5,0,0,0
110.06,0,40.78431,39.60784,0,87.8,1530,3,13,66.2,64.67092,0,5,0,0,0
110.119,0,40.78431,40.39216,0,87.8,1530,3,13,66.2,64.67092,0,5,0,0,0
110.185,0,40.78431,40.39216,0,87.8,1530,3,13,66.2,64.67092,0,5,0,0,0
110.245,0,40.78431,40.39216,0,87.8,1530,3,13,66.2,64.67092,0,5,0,0,0
110.307,0,40.78431,40.39216,0,87.8,1455,3,13,66.2,64.67092,0,5,0,0,0
110.372,0,40.78431,40.39216,0,87.8,1455,3,13,66.2,64.67092,0,5,0,0,0
110.434,0,40.78431,40.39216,0,87.8,1455,4,13,66.2,64.67092,0,5,0,0,0
110.494,0,40.78431,40.39216,0,87.8,1455,4,13,66.2,64.67092,0,5,0,0,0
110.559,0,40.78431,40.39216,0,87.8,1455,4,13,66.2,64.67092,0,5,0,0,0
110.623,0,40.78431,40.39216,0,87.8,1455,4,13,66.2,64.67092,0,5,0,0,0
110.684,0,40.78431,40.39216,0,87.8,1455,4,13,66.2,64.67092,0,5,0,0,0
110.749,0,40.78431,40.39216,0,87.8,1455,4,13,66.2,64.67092,0,5,0,0,0
110.807,0,40.78431,40.39216,0,87.8,1455,4,13,66.2,64.67092,0,5,0,0,0
110.872,0,40.78431,40.39216,0,87.8,1455,4,13,66.2,64.67092,0,5,0,0,0
110.933,0,40.78431,40.39216,0,87.8,1455,4,13,66.2,64.67092,0,5,0,0,0
110.998,0,40.78431,40.39216,0,87.8,1455,4,13,66.2,64.67092,0,5,0,0,0
111.058,0,40.78431,40.39216,0,87.8,1455,4,13,66.2,64.67092,0,5,0,0,0
111.123,0,40.78431,40.39216,0,87.8,1455,4,13,66.2,64.67092,0,5,0,0,0
111.185,0,40.78431,41.96078,0,87.8,1455,4,13,66.2,64.67092,0,5,0,0,0
111.244,0,40.78431,41.96078,0,87.8,1455,4,13,66.2,64.67092,0,5,0,0,0
111.31,0,40.78431,41.96078,0,87.8,1455,4,13,66.2,64.67092,0,5,0,0,0
111.37,0,40.78431,41.96078,0,87.8,1391,4,13,66.2,64.67092,0,5,0,0,0
111.432,0,40.78431,41.96078,0,87.8,1391,4,13,66.2,64.67092,0,5,0,0,0
111.498,0,40.78431,41.96078,0,87.8,1391,4,13,66.2,64.67092,0,5,0,0,0
111.559,0,40.78431,41.96078,0,87.8,1391,3.5,12.9,66.2,64.67092,0,5,0,0,0
111.623,0,40.78431,41.96078,0,87.8,1391,3.5,12.9,66.2,64.67092,0,5,0,0,0
111.683,0,40.78431,41.96078,0,87.8,1391,3.5,12.9,66.2,64.67092,0,5,0,0,0
111.747,0,40.78431,41.96078,0,87.8,1391,3.5,12.9,66.2,64.67092,0,5,0,0,0
111.808,0,40.78431,41.96078,0,87.8,1391,3.5,12.9,66.2,64.67092,0,5,0,0,0
111.872,0,40.78431,41.96078,0,87.8,1391,3.5,12.9,66.2,64.67092,0,5,0,0,0
111.935,0,40.78431,41.96078,0,87.8,1391,3.5,12.9,66.2,64.67092,0,5,0,0,0
111.996,0,40.78431,41.96078,0,87.8,1391,3.5,12.9,66.2,64.67092,0,5,0,0,0
112.058,0,40.78431,41.96078,0,87.8,1391,3.5,12.9,66.2,64.67092,0,5,0,0,0
112.123,0,40.78431,41.96078,0,87.8,1391,3.5,12.9,66.2,64.67092,0,5,0,0,0
112.185,0,40.78431,41.96078,0,87.8,1391,3.5,12.9,66.2,64.67092,0,5,0,0,0
112.245,0,40.78431,41.96078,0,87.8,1391,3.5,12.9,66.2,64.67092,0,5,0,0,0
112.31,0,40.78431,41.96078,0,87.8,1391,3.5,12.9,66.2,64.67092,0,5,0,0,0
112.371,0,40.78431,41.96078,0,87.8,1391,3.5,12.9,66.2,64.67092,0,5,0,0,0
112.432,0,40.78431,41.96078,0,87.8,1391,3.5,12.9,66.2,64.67092,0,5,0,0,0
112.497,0,40.78431,41.96078,0,87.8,1391,3.5,12.9,66.2,64.67092,0,5,0,0,0
112.559,0,40.78431,41.96078,0,87.8,1357,3.5,12.9,66.2,64.67092,0,5,0,0,0
112.623,0,40.78431,41.96078,0,87.8,1357,3.5,12.9,66.2,64.67092,0,5,0,0,0
112.682,0,40.78431,41.96078,0,87.8,1357,3.5,12.9,66.2,64.67092,0,5,0,0,0
112.745,0,40.78431,41.96078,0,87.8,1357,3,12.9,66.2,64.67092,0,5,0,0,0
112.808,0,40.78431,41.96078,0,87.8,1357,3,12.9,66.2,64.67092,0,5,0,0,0
112.872,0,40.78431,41.96078,0,87.8,1357,3,12.9,66.2,64.67092,0,5,0,0,0
112.935,0,40.78431,41.96078,0,87.8,1357,3,12.9,66.2,64.67092,0,5,0,0,0
112.996,0,40.78431,41.96078,0,87.8,1357,3,12.9,66.2,64.67092,0,5,0,0,0
113.058,0,40.78431,41.96078,0,87.8,1357,3,12.9,66.2,64.67092,0,5,0,0,0
113.123,0,40.78431,41.96078,0,87.8,1357,3,12.9,66.2,64.67092,0,5,0,0,0
113.185,0,40.78431,41.96078,0,87.8,1357,3,12.9,66.2,64.67092,0,5,0,0,0
113.245,0,40.78431,41.96078,0,87.8,1357,3,12.9,66.2,64.67092,0,5,0,0,0
113.31,0,43.13726,41.96078,0,87.8,1357,3,12.9,66.2,64.67092,0,5,0,0,0
113.371,0,43.13726,41.96078,0,87.8,1357,3,12.9,66.2,64.67092,0,5,0,0,0
113.433,0,43.13726,45.09804,0,87.8,1357,3,12.9,66.2,64.67092,0,5,0,0,0
113.495,0,43.13726,45.09804,0,87.8,1357,3,12.9,66.2,64.67092,0,5,0,0,0
113.558,0,43.13726,45.09804,0,87.8,1381,3,12.9,66.2,64.67092,0,5,0,0,0
113.624,0,43.13726,45.09804,0,87.8,1381,3,12.9,66.2,64.67092,0,5,0,0,0
113.684,0,43.13726,45.09804,0,87.8,1381,3,12.9,66.2,64.67092,0,5,0,0,0
113.749,0,43.13726,45.09804,0,87.8,1381,3,13,66.2,64.67092,0,5,0,0,0
113.809,0,43.13726,45.09804,0,87.8,1381,3,13,66.2,64.67092,0,5,0,0,0
113.873,0,43.13726,45.09804,0,87.8,1381,3,13,66.2,64.67092,0,5,0,0,0
113.932,0,43.13726,45.09804,0,87.8,1381,3,13,66.2,64.67092,0,5,0,0,0
113.996,0,43.13726,45.09804,0,87.8,1381,3,13,66.2,64.67092,0,5,0,0,0
114.059,0,43.13726,45.09804,0,87.8,1381,3,13,66.2,64.67092,0,5,0,0,0
114.124,0,43.13726,45.09804,0,87.8,1381,3,13,66.2,64.67092,0,5,0,0,0
114.183,0,43.13726,45.09804,0,87.8,1381,3,13,66.2,64.67092,0,5,0,0,0
114.248,0,43.13726,45.09804,0,87.8,1381,3,13,66.2,64.67092,0,5,0,0,0
114.307,0,43.13726,45.09804,0,87.8,1381,3,13,66.2,64.67092,0,5,0,0,0
114.371,0,43.13726,45.09804,0,87.8,1381,3,13,66.2,64.67092,0,5,0,0,0
114.433,0,43.13726,45.09804,0,87.8,1381,3,13,66.2,64.67092,0,5,0,0,0
114.498,0,43.13726,45.09804,0,87.8,1381,3,13,66.2,64.67092,0,5,0,0,0
114.559,0,43.13726,43.92157,0,87.8,1381,3,13,66.2,64.67092,0,5,0,0,0
114.624,0,43.13726,43.92157,0,87.8,1381,3,13,66.2,64.67092,0,5,0,0,0
114.685,0,43.13726,43.92157,0,87.8,1408,3,13,66.2,64.67092,0,5,0,0,0
114.745,0,43.13726,43.92157,0,87.8,1408,3,13,66.2,64.67092,0,5,0,0,0
114.809,0,43.13726,43.92157,0,87.8,1408,3,13,66.2,64.67092,0,5,0,0,0
114.874,0,43.13726,43.92157,0,87.8,1408,3.5,13,66.2,64.67092,0,5,0,0,0
114.934,0,43.13726,43.92157,0,87.8,1408,3.5,13,66.2,64.67092,0,5,0,0,0
114.995,0,43.13726,43.92157,0,87.8,1408,3.5,13,66.2,64.67092,0,5,0,0,0
115.059,0,43.13726,43.92157,0,87.8,1408,3.5,13,66.2,64.67092,0,5,0,0,0
115.123,0,43.13726,43.92157,0,87.8,1408,3.5,13,66.2,64.67092,0,5,0,0,0
115.182,0,43.13726,43.92157,0,87.8,1408,3.5,13,66.2,64.67092,0,5,0,0,0
115.247,0,43.13726,43.92157,0,87.8,1408,3.5,13,66.2,64.67092,0,5,0,0,0
115.309,0,43.13726,43.92157,0,87.8,1408,3.5,13,66.2,64.67092,0,5,0,0,0
115.374,0,43.13726,43.92157,0,87.8,1408,3.5,13,66.2,64.67092,0,5,0,0,0
115.433,0,43.13726,43.92157,0,87.8,1408,3.5,13,66.2,64.67092,0,5,0,0,0
115.498,0,42.7451,43.92157,0,87.8,1408,3.5,13,66.2,64.67092,0,5,0,0,0
115.56,0,42.7451,43.92157,0,87.8,1408,3.5,13,66.2,64.67092,0,5,0,0,0
115.619,0,42.7451,43.92157,0,87.8,1408,3.5,13,66.2,64.67092,0,5,0,0,0
115.685,0,42.7451,43.52941,0,87.8,1408,3.5,13,66.2,64.67092,0,5,0,0,0
115.744,0,42.7451,43.52941,0,87.8,1408,3.5,13,66.2,64.67092,0,5,0,0,0
115.81,0,42.7451,43.52941,0,87.8,1408,3.5,13,66.2,64.67092,0,5,0,0,0
115.87,0,42.7451,43.52941,0,87.8,1408,3.5,13,66.2,64.67092,0,5,0,0,0
115.932,0,42.7451,43.52941,0,87.8,1408,3.5,13,66.2,64.67092,0,5,0,0,0
115.997,0,42.7451,43.52941,0,95,1408,3.5,13,66.2,64.67092,0,5,0,0,0
116.059,0,42.7451,43.52941,0,95,1408,3.5,13,66.2,64.67092,0,5,0,0,0
116.12,0,42.7451,43.52941,0,95,1420,3.5,13,66.2,64.67092,0,5,0,0,0
116.185,0,42.7451,43.52941,0,95,1420,3.5,13,66.2,64.67092,0,5,0,0,0
116.244,0,42.7451,43.52941,0,95,1420,3.5,13,66.2,64.67092,0,5,0,0,0
116.31,0,42.7451,43.52941,0,95,1420,3.5,12.9,66.2,64.67092,0,5,0,0,0
116.37,0,42.7451,43.52941,0,95,1420,3.5,12.9,66.2,64.67092,0,5,0,0,0
116.432,0,42.7451,43.52941,0,95,1420,3.5,12.9,66.2,64.67092,0,5,0,0,0
116.497,0,42.7451,43.52941,0,95,1420,3.5,12.9,66.2,64.67092,0,5,0,0,0
116.557,0,42.7451,43.52941,0,95,1420,3.5,12.9,66.2,64.67092,0,5,0,0,0
116.621,0,42.7451,43.52941,0,95,1420,3.5,12.9,66.2,64.67092,0,5,0,0,0
116.685,0,42.7451,43.52941,0,95,1420,3.5,12.9,66.2,64.67092,0,5,0,0,0
116.748,0,42.7451,43.52941,0,95,1420,3.5,12.9,66.2,64.67092,0,5,0,0,0
116.81,0,42.7451,43.52941,0,95,1420,3.5,12.9,66.2,64.67092,0,5,0,0,0
116.87,0,42.7451,43.52941,0,95,1420,3.5,12.9,66.2,64.67092,0,5,0,0,0
116.934,0,42.7451,43.52941,0,95,1420,3.5,12.9,66.2,64.67092,0,5,0,0,0
116.999,0,42.7451,43.52941,0,95,1420,3.5,12.9,66.2,64.67092,0,5,0,0,0
117.058,0,42.7451,43.52941,0,95,1420,3.5,12.9,66.2,64.67092,0,5,0,0,0
117.12,0,42.7451,43.52941,0,95,1420,3.5,12.9,66.2,64.67092,0,5,0,0,0
117.182,0,43.13726,43.52941,0,95,1420,3.5,12.9,66.2,64.67092,0,5,0,0,0
117.248,0,43.13726,43.52941,0,95,1420,3.5,12.9,66.2,64.67092,0,5,0,0,0
117.309,0,43.13726,43.92157,0,95,1420,3.5,12.9,66.2,64.67092,0,5,0,0,0
117.369,0,43.13726,43.92157,0,95,1420,3.5,12.9,66.2,64.67092,0,5,0,0,0
117.432,0,43.13726,43.92157,0,95,1420,3.5,12.9,66.2,64.67092,0,5,0,0,0
117.496,0,43.13726,43.92157,0,95,1422,3.5,12.9,66.2,64.67092,0,5,0,0,0
117.558,0,43.13726,43.92157,0,95,1422,3.5,12.9,66.2,64.67092,0,5,0,0,0
117.622,0,43.13726,43.92157,0,95,1422,3.5,12.9,66.2,64.67092,0,5,0,0,0
117.683,0,43.13726,43.92157,0,95,1422,3.5,12.9,66.2,64.67092,0,5,0,0,0
117.747,0,43.13726,43.92157,0,95,1422,3.5,12.9,66.2,64.67092,0,5,0,0,0
117.808,0,43.13726,43.92157,0,95,1422,3.5,12.9,66.2,64.67092,0,5,0,0,0
117.872,0,43.13726,43.92157,0,95,1422,3.5,12.9,66.2,64.67092,0,5,0,0,0
117.933,0,43.13726,43.92157,0,95,1422,3.5,12.9,66.2,64.67092,0,5,0,0,0
117.997,0,43.13726,43.92157,0,95,1422,3.5,12.9,66.2,64.67092,0,5,0,0,0
118.059,0,43.13726,43.92157,0,95,1422,3.5,12.9,66.2,64.67092,0,5,0,0,0
118.12,0,43.13726,43.92157,0,95,1422,3.5,12.9,66.2,64.67092,0,5,0,0,0
118.185,0,43.13726,43.92157,0,95,1422,3.5,12.9,66.2,64.67092,0,5,0,0,0
118.245,0,43.13726,43.92157,0,95,1422,3.5,12.9,66.2,64.67092,0,5,0,0,0
118.31,0,43.13726,43.92157,0,95,1422,3.5,12.9,66.2,64.67092,0,5,0,0,0
118.37,0,43.13726,43.92157,0,95,1422,3.5,12.9,66.2,64.67092,0,5,0,0,0
118.433,0,43.13726,43.92157,0,95,1422,3.5,12.9,66.2,64.67092,0,5,0,0,0
118.498,0,43.13726,43.92157,0,95,1422,3.5,12.9,66.2,64.67092,0,5,0,0,0
118.557,0,43.13726,43.92157,0,95,1422,3.5,12.9,66.2,64.67092,0,5,0,0,0
118.621,0,42.7451,43.92157,0,95,1422,3.5,12.9,66.2,64.67092,0,5,0,0,0
118.682,0,42.7451,43.92157,0,95,1422,3.5,12.9,66.2,64.67092,0,5,0,0,0
118.746,0,42.7451,43.92157,0,95,1422,3.5,12.9,66.2,64.67092,0,5,0,0,0
118.811,0,42.7451,43.92157,0,95,1422,3.5,12.9,66.2,64.67092,0,5,0,0,0
118.872,0,42.7451,43.92157,0,95,1422,3.5,12.9,66.2,64.67092,0,5,0,0,0
118.933,0,42.7451,43.92157,0,95,1424,3.5,12.9,66.2,64.67092,0,5,0,0,0
118.999,0,42.7451,43.92157,0,95,1424,3.5,12.9,66.2,64.67092,0,5,0,0,0
119.059,0,42.7451,43.92157,0,95,1424,3.5,12.9,66.2,64.67092,0,5,0,0,0
119.124,0,42.7451,43.92157,0,95,1424,3.5,13,66.2,64.67092,0,5,0,0,0
119.184,0,42.7451,43.92157,0,95,1424,3.5,13,66.2,64.67092,0,5,0,0,0
119.245,0,42.7451,43.92157,0,95,1424,3.5,13,66.2,64.67092,0,5,0,0,0
119.309,0,42.7451,43.92157,0,95,1424,3.5,13,66.2,64.67092,0,5,0,0,0
119.37,0,42.7451,43.92157,0,95,1424,3.5,13,66.2,64.67092,0,5,0,0,0
119.435,0,42.7451,43.92157,0,95,1424,3.5,13,66.2,64.67092,0,5,0,0,0
119.495,0,42.7451,43.92157,0,95,1424,3.5,13,66.2,64.67092,0,5,0,0,0
119.557,0,42.7451,43.92157,0,95,1424,3.5,13,66.2,64.67092,0,5,0,0,0
119.621,0,42.7451,43.92157,0,95,1424,3.5,13,66.2,64.67092,0,5,0,0,0
119.682,0,42.7451,43.92157,0,95,1424,3.5,13,66.2,64.67092,0,5,0,0,0
119.747,0,42.7451,43.92157,0,95,1424,3.5,13,66.2,64.67092,0,5,0,0,0
119.809,0,42.7451,43.92157,0,95,1424,3.5,13,66.2,64.67092,0,5,0,0,0
119.873,0,42.7451,43.92157,0,95,1424,3.5,13,66.2,64.67092,0,5,0,0,0
119.932,0,42.7451,43.92157,0,95,1424,3.5,13,66.2,64.67092,0,5,0,0,0
119.996,0,42.7451,43.92157,0,95,1424,3.5,13,66.2,64.67092,0,5,0,0,0
120.059,0,42.7451,43.92157,0,95,1427,3.5,13,66.2,64.67092,0,5,0,0,0
120.12,0,42.7451,43.92157,0,95,1427,3.5,13,66.2,64.67092,0,5,0,0,0
120.182,0,42.7451,43.92157,0,95,1427,3.5,13,66.2,64.67092,0,5,0,0,0
120.247,0,42.7451,43.92157,0,95,1427,3,13,66.2,64.67092,0,5,0,0,0
120.309,0,42.7451,43.92157,0,95,1427,3,13,66.2,64.67092,0,5,0,0,0
120.372,0,42.7451,43.92157,0,95,1427,3,13,66.2,64.67092,0,5,0,0,0
120.434,0,42.7451,43.92157,0,95,1427,3,13,66.2,64.67092,0,5,0,0,0
120.495,0,42.7451,43.92157,0,95,1427,3,13,66.2,64.67092,0,5,0,0,0
120.56,0,42.7451,43.92157,0,95,1427,3,13,66.2,64.67092,0,5,0,0,0
120.62,0,42.7451,43.92157,0,95,1427,3,13,66.2,64.67092,0,5,0,0,0
120.682,0,42.7451,43.92157,0,95,1427,3,13,66.2,64.67092,0,5,0,0,0
120.745,0,42.7451,43.92157,0,95,1427,3,13,66.2,64.67092,0,5,0,0,0
120.807,0,42.7451,43.92157,0,95,1427,3,13,66.2,64.67092,0,5,0,0,0
120.871,0,42.7451,43.92157,0,95,1427,3,13,66.2,64.67092,0,5,0,0,0
120.934,0,42.7451,43.92157,0,95,1427,3,13,66.2,64.67092,0,5,0,0,0
120.998,0,42.7451,44.31372,0,95,1427,3,13,66.2,64.67092,0,5,0,0,0
121.06,0,42.7451,44.31372,0,95,1427,3,13,66.2,64.67092,0,5,0,0,0
121.12,0,42.7451,44.31372,0,95,1427,3,13,66.2,64.67092,0,5,0,0,0
121.182,0,42.7451,44.31372,0,95,1428,3,13,66.2,64.67092,0,5,0,0,0
121.248,0,42.7451,44.31372,0,95,1428,3,13,66.2,64.67092,0,5,0,0,0
121.31,0,42.7451,44.31372,0,95,1428,3,13,66.2,64.67092,0,5,0,0,0
121.37,0,42.7451,44.31372,0,95,1428,3,13,66.2,64.67092,0,5,0,0,0
121.435,0,42.7451,44.31372,0,95,1428,3,13,66.2,64.67092,0,5,0,0,0
121.494,0,42.7451,44.31372,0,95,1428,3,13,66.2,64.67092,0,5,0,0,0
121.56,0,42.7451,44.31372,0,95,1428,3,13,66.2,64.67092,0,5,0,0,0
121.62,0,42.7451,44.31372,0,95,1428,3,13,66.2,64.67092,0,5,0,0,0
121.682,0,42.7451,44.31372,0,95,1428,3,13,66.2,64.67092,0,5,0,0,0
121.747,0,42.7451,44.31372,0,95,1428,3,13,66.2,64.67092,0,5,0,0,0
121.809,0,42.7451,44.31372,0,95,1428,3,13,66.2,64.67092,0,5,0,0,0
121.873,0,42.7451,44.31372,0,95,1428,3,13,66.2,64.67092,0,5,0,0,0
121.936,0,42.7451,44.31372,0,95,1428,3,13,66.2,64.67092,0,5,0,0,0
121.995,0,42.7451,44.31372,0,95,1428,3,13,66.2,64.67092,0,5,0,0,0
122.058,0,42.7451,44.31372,0,95,1428,3,13,66.2,64.67092,0,5,0,0,0
122.123,0,42.7451,44.31372,0,95,1428,3,13,66.2,64.67092,0,5,0,0,0
122.184,0,42.7451,44.31372,0,95,1428,3,13,66.2,64.67092,0,5,0,0,0
122.247,0,42.7451,44.31372,0,95,1428,3,13,66.2,64.67092,0,5,0,0,0
122.309,0,42.7451,43.52941,0,95,1428,3,13,66.2,64.67092,0,5,0,0,0
122.369,0,42.7451,43.52941,0,95,1428,3,13,66.2,64.67092,0,5,0,0,0
122.434,0,42.7451,43.52941,0,95,1428,3,13,66.2,64.67092,0,5,0,0,0
122.495,0,42.7451,43.52941,0,95,1429,3,13,66.2,64.67092,0,5,0,0,0
122.559,0,42.7451,43.52941,0,95,1429,3,13,66.2,64.67092,0,5,0,0,0
122.622,0,42.7451,43.52941,0,95,1429,3,13,66.2,64.67092,0,5,0,0,0
122.684,0,42.7451,43.52941,0,95,1429,3,13,66.2,64.67092,0,5,0,0,0
122.748,0,42.7451,43.52941,0,95,1429,3,13,66.2,64.67092,0,5,0,0,0
122.81,0,42.7451,43.52941,0,95,1429,3,13,66.2,64.67092,0,5,0,0,0
122.871,0,42.7451,43.52941,0,95,1429,3,13,66.2,64.67092,0,5,0,0,0
122.933,0,42.7451,43.52941,0,95,1429,3,13,66.2,64.67092,0,5,0,0,0
122.999,0,42.7451,43.52941,0,95,1429,3,13,66.2,64.67092,0,5,0,0,0
123.057,0,42.7451,43.52941,0,95,1429,3,13,66.2,64.67092,0,5,0,0,0
